user_name,user_city,comment,praise,date,sentiment
啵啵蔡文姬,江苏,现在就是他在我朋友那边打听我近况 但是我无感了 只会觉得我是备胎 迟来的爱比草贱 我为他撕心裂肺彻夜不眠等他消息他不在  我是十分的恋爱脑 但是我从来不会吃回头草,0,2024-11-17 18:06:51,0.9999332138446979
啵啵蔡文姬,江苏,你比我强 如果我是你 只要他没说分手 我会一直爱着 直到攒够失望我就会自己离开 离开了就不会再喜欢了,0,2024-11-17 18:04:00,0.3482115511187902
Mylittledarli,浙江,你说的这些我都懂 但是还是忍不住想哭,0,2024-11-17 17:42:10,0.6905118252019705
蓝心疼凋,广东,抱抱，一切都会好的[可爱],0,2024-11-17 17:28:30,0.9603892946065767
沈璐清,广西,人总是用片刻幸福原谅所有伤害,0,2024-11-17 17:13:34,0.8834048035118872
阿刃不是点刀哥,江西,你知道吗，她分手甚至连那两个字都没说就把我的所有联系方式删了，我真的不知道，我究竟是怎么挺过来的，也终于让我知道了，原来对于自己没有价值的人，是连分手都不用说就可以分的,0,2024-11-17 17:03:22,0.8297452397576842
啵啵蔡文姬,江苏,可是我还会傻傻的开小号关注他 直到看到他玩辅助（他把号给他女朋友了）我就失望离开了,1,2024-11-17 16:16:31,0.8496073588644295
阿刃不是点刀哥,江西,我为了她下载原神，刚开始我甚至连蒙德城在哪都不知道，一路乱跑，都跑到璃月去了，之后我又用了两年时间了解原神，没有任何大佬带我，一点一点的知道什么是探索度，什么是深渊，什么角色到底要刷什么副本，圣遗物到什么程度才算是刷好了，在她走后，我也不想玩这游戏了，账号是开服的，五年玩了三年,0,2024-11-17 16:08:27,0.9752468581504165
-毛毛ovo,江苏,如果最后能在一起 晚一点真的没关系.不强求任何一段关系 即使很在意.很爱你 昨天爱 今天爱 明天爱 以后会更爱.临近的冬天 结束的我们.选择你的那一刻起 我从未想过离开你.都说失去以后才懂得珍惜 其实珍惜后的失去最痛.人真奇怪 总拿片刻感动原谅所有伤害.,1,2024-11-17 14:51:00,0.9999945032237376
7_也是_妻,河南,喜欢妈妈说的一句话：不想谈男生就谈个女生，不强迫你,0,2024-11-17 13:23:50,0.6178309454317557
冷冰冰的诺言_ApQN,江苏,曾经的我们也被人羡慕,1,2024-11-17 12:33:49,0.9855271345571684
难祈福-,河北,又是一年冬 新冬能否胜旧冬.,0,2024-11-17 12:07:28,0.9868929073115008
难祈福-,河北,和好如初太难幸福这条路我选择独行.,0,2024-11-17 12:05:16,0.977406671185351
怜涧多少,河北,沉默已是答案 何必再去自找难堪后来呢 如众愿 却非我所愿在这场雨里站了太久 久到无法释怀这个世界充满假象 唯有痛苦从不说谎亲爱的 打败悲观通往幸福灰凉的不止以后 澄澈的仅存过往有些话我听了会高兴 但我永远不相信我试着销声匿迹 原来我真的无人问津,1,2024-11-17 11:38:28,0.9999994557256855
怜涧多少,河北,人性最为浅薄的一点就是一错抵百好.成长大概都是在挫折中来得更加强烈.对不起我总是像小孩一样向你索取爱和陪伴.待我翻过这片山过往的一切我闭口不谈.你说你是破碎的但世界上有会拼图的人.幸福都是一时的怎么会有永久.生活跟我翻脸睡一觉我对生活说早上好.一万次忠告不如自己摔一跤痛快.,0,2024-11-17 11:38:17,0.9999999999379485
怜涧多少,河北,生活要是有投降键我早按烂了.如果不是还没等到她那我早死了.不要拿过去的记忆折磨现在的自己.我从不看重千万金我要你永远爱我如初.有些东西只有用失去才能证明它的珍贵.我裹了裹去年的旧外套像是去年的拥抱.爱就是一个人的眼睛里有两个人的眼泪.爱是天时地利的迷信是搜不完的星座信息.,0,2024-11-17 11:38:06,0.9727182578315828
怜涧多少,河北,难养的花 也会遇到最好的花匠.幸福容易致幻痛苦才最清晰.一路磕磕绊绊 轻描淡写已经成为习惯.终于明白有些关系除了再见别无选择.我并不希望我的爱是凌晨流不完的眼泪.后来我才明白不是所有喜欢都会有结果.要什么答案  她/他的沉默就是答案.有缘无份的人很多其中也有我们.,0,2024-11-17 11:37:57,0.9999997649056191
怜涧多少,河北,人生第一课 你没有那么多观众人生第二课 你不是谁的最好朋友人生第三课 不和没必要的人生气人生第四课 健康最重要人生第五课 接受自己的平庸人生第六课 做你自己人生第七课 爱人先爱己人生第八课 勇敢的人先享受世界人生第九课 学会拒绝人生最重要的一课 你永远是最好的自己,0,2024-11-17 11:37:48,0.9999999999876497
悸鹿妍_,安徽,有幸相遇 愿这段路一路放晴,1,2024-11-17 09:55:05,0.9754545925909842
冷冰冰的诺言_ApQN,江苏,冷知识：要谈就谈文案圈,0,2024-11-17 09:39:08,0.6977264904426789
小文大王TnT,安徽,喜欢听,0,2024-11-17 09:26:27,0.7510003166789154
想妳_ThQo,河南,重新认识一下 想妳^  顶峰相见.,1,2024-11-17 08:53:50,0.676535817784321
_愿早睡,山东,相遇总有意义不是恩赐就是教训,1,2024-11-16 23:34:38,0.8662245727401215
局外人_FHTH,山东,慢慢,1,2024-11-16 22:21:46,0.8300653594771242
局外人_FHTH,山东,羡慕,0,2024-11-16 22:21:03,0.9827586206896551
音乐rudj,云南,[多多可怜],0,2024-11-16 21:47:05,0.6071175431881888
Adam爱吃饭,浙江,理解别人远比审判别人更为快乐,1,2024-11-16 20:52:13,0.9973962713631305
小漫雾神,湖南,明明什么关系都没有，却在想着以后。,0,2024-11-16 19:04:59,0.32881749461617593
徐家成成,广东,我也想要这样，可是他让我很绝望啊！,0,2024-11-16 16:24:27,0.7327424903365943
明如月清如水,广东,每个人都是独一无二的,1,2024-11-16 16:19:19,0.7675766497354777
__idl,浙江,越爱越深 分手也越痛,0,2024-11-16 16:13:38,0.9952038981491861
ID凌娢,江苏,找夫妇粉丝1000以上可以换头像高兴会给米每一条消息都会认真回复Top.1是你会给你安全感最爱你不要是体验卡真心换真心,0,2024-11-16 15:50:55,0.3126891725842176
ID凌娢,江苏,找夫妇粉丝1000以上要真心可以换头像心情好会给米（看上米的别来）每一条信息都会认真回复Top .1是你真心换真心,1,2024-11-16 15:46:52,0.6223654966660731
快手看权威,山东,99,0,2024-11-16 15:34:33,0.4545454545454545
名为Y的冬,江苏,下了 自己玩上瘾了,0,2024-11-16 15:26:33,0.8337288275384327
小漫雾神,湖南,人人都想要真诚但人人都不够真诚.,0,2024-11-16 14:40:45,0.6667654762681146
1-浔惗-,四川,很喜欢你 但我们不要相爱.闯南返北 我一个人.如果幸福是右耳 那我是左耳.你说行就一起走 不行我就自己走.我为了你不要面子你为了面子不要我.我等的 一定是一个真诚有耐心还疼我的人.暧昧就像超市的试吃 能给你的也能给别人.,0,2024-11-16 14:17:28,0.9999675879043238
1-浔惗-,四川,暧昧就像超市的试吃 能给你的也能给别人.我等的 一定是一个真诚有耐心还疼我的人.我为了你不要面子你为了面子不要我.你说行就一起走 不行我就自己走.如果幸福是右耳 那我是左耳.闯南返北 我一个人.很喜欢你 但我们不要相爱.,0,2024-11-16 14:16:02,0.9999675879043238
1-浔惗-,四川,都是手机不离身的人 不回消息也是一种答案.生活真有趣 每天的暴击和伤害都数倍增加.你大胆做自己 错了我也抱紧你.不分开的秘诀是真诚相待.你走之后就再也没有人给我撑腰了.幸福 迟早的事 .如果开心是本领的话 我希望你会是最棒的那个.,0,2024-11-16 14:14:28,0.9996127567857112
1-浔惗-,四川,你那天说的话好难听 我不愿相信你是当初那个怜惜我的男孩.你总是向往别人的天空 却忘记自己才是明媚春天.人是不会愧疚的 遇见更好的谁还会记得你.情窦初开那一年 执着了你一年又一年.沉默已经是答案了 何必再自找难堪.是我不好吗 你总怀念她.有爱才能共鸣 你不爱我 有些话我没法讲.,0,2024-11-16 14:12:50,0.9999999929799916
1-浔惗-,四川,如果无法共鸣 那么我选择独行时间带走了你 我却被回忆拦下.那天 其是我比你更早知道我们不适合 但是我更舍不得你.我一个人也走了很远的路 早就不需要什么虚伪的陪伴了.人与人之间总是这样 在不经意的时候拥有 又在不舍得时候失去.好奇怪 我越敷衍就越会有人来爱我 我越用心他们就好像是抓住,0,2024-11-16 14:11:46,0.9999923125219669
C-c灿,河南,慢慢来的都是诚意 好戏都在烟火里,1,2024-11-16 13:32:18,0.9229012198664804
_初兒,四川,冷知识：最爱的一任才叫初恋与出场顺序无关,0,2024-11-16 13:23:28,0.945209433698077
花火jvt,浙江,是呀 我不该再对他念念不忘了 他不值得我这样,0,2024-11-16 13:19:30,0.9595765814847579
一t玖玖,安徽,难养的花 也会遇到最好的花匠.幸福容易致幻痛苦才最清晰.一路磕磕绊绊 轻描淡写已经成为习惯.终于明白有些关系除了再见别无选择.我并不希望我的爱是凌晨流不完的眼泪.后来我才明白不是所有喜欢都会有结果.要什么答案  她/他的沉默就是答案.有缘无份的人很多其中也有我们.,0,2024-11-16 13:06:27,0.9999997649056191
肉肉宝宝u,北京,天越来越冷了[流泪],2,2024-11-16 13:04:04,0.5516750087433057
肉肉宝宝u,北京,接下来就是下雪  寒假  跨年  烟花,13,2024-11-16 13:03:40,0.1677566859878863
肉肉宝宝u,北京,[流泪],2,2024-11-16 13:03:10,0.8
肉肉宝宝u,北京,我好想你 能不能回来看看我[流泪][流泪][流泪],3,2024-11-16 13:03:05,0.9394452870503414
肉肉宝宝u,北京,别忘了我。,2,2024-11-16 13:02:50,0.5496688741721852
坏微余,广东,我们不要喜欢他了，好不好,0,2024-11-16 12:48:44,0.655832266212616
echo_moio,北京,不愿意了[哀伤]我宁愿永远单身,0,2024-11-16 11:41:22,0.9136761786000728
X-夏希桐,河南,生活要是有投降键我早按烂了.如果不是还没等到她那我早死了.不要拿过去的记忆折磨现在的自己.我从不看重千万金我要你永远爱我如初.有些东西只有用失去才能证明它的珍贵.我裹了裹去年的旧外套像是去年的拥抱.爱就是一个人的眼睛里有两个人的眼泪.爱是天时地利的迷信是搜不完的星座信息.,0,2024-11-16 11:24:39,0.9727182578315828
X-夏希桐,河南,人性最为浅薄的一点就是一错抵百好.成长大概都是在挫折中来得更加强烈.对不起我总是像小孩一样向你索取爱和陪伴.待我翻过这片山过往的一切我闭口不谈.你说你是破碎的但世界上有会拼图的人.幸福都是一时的怎么会有永久.生活跟我翻脸睡一觉我对生活说早上好.一万次忠告不如自己摔一跤痛快.,0,2024-11-16 11:23:08,0.9999999999379485
X-夏希桐,河南,有泪自己擦没有那么多小孩子角色卡.从那天开始我们就再也回不去了.你带来的痛苦像是一场不停的阴雨天.幸福都是短暂的还好我早就习惯了.这世界充满悲伤幸福到底在哪个角落.如果泪水比爱多那我们走到这里就行了.玩抽象只是掩盖我那阴晴不定的情绪.到底要经历多少苦难才能到达幸福的彼岸.,0,2024-11-16 11:21:33,0.9999999999842697
X-夏希桐,河南,所有的轻描淡写都是我一夜一夜熬过来的.可时间一直在走我也留不住你.你的旧伤口总会找到新的创可贴.人生有太多个雨季要学会自己撑伞.我想要好多好多爱  可是好多好多唉.我耗尽所有真心最后也只感动了自己.我习惯一个人可一个人生活不叫勇敢.我想要的不过是哭泣时能承载我的肩膀.,0,2024-11-16 11:20:19,0.9999999735338432
失y眠夜,江西,凭感觉喜欢上的 忘不掉.,1,2024-11-16 10:57:29,0.3846974392401764
失y眠夜,江西,适合立冬那天封神的官宣文案 比如：,0,2024-11-16 10:57:07,0.9861988999671467
失y眠夜,江西,我幸不幸福不重要.重要的是你幸福就好.,0,2024-11-16 10:56:35,0.9976982636782306
失y眠夜,江西,今日话题：以爱之名你还愿意吗,1,2024-11-16 10:56:23,0.9651500370104564
失y眠夜,江西,心软的时候不妨回头看看自己受的委屈,1,2024-11-16 10:56:18,0.9209923285639924
失y眠夜,江西,接下来就是下雪  寒假  跨年  烟花.,1,2024-11-16 10:56:10,0.1677566859878863
灕锦,湖北,讨厌冷漠感和新鲜感 也讨厌你的绝情可以返场吗 曾经的我们有些话我听了会高兴 但我永远不相信在意我的话 就在意我的话生活就像小猫拔牙 痛却无法自拔耐心耗完了 失望攒够了 该离开了想放弃却又舍不得 想继续却又没意义还记得吗 你说你一直都在 你食言了,1,2024-11-15 23:48:56,0.9996450503154486
灕锦,湖北,沉默已是答案 何必再去自找难堪后来呢 如众愿 却非我所愿在这场雨里站了太久 久到无法释怀这个世界充满假象 唯有痛苦从不说谎亲爱的 打败悲观通往幸福灰凉的不止以后 澄澈的仅存过往有些话我听了会高兴 但我永远不相信我试着销声匿迹 原来我真的无人问津,0,2024-11-15 23:47:07,0.9999994557256855
灕锦,湖北,似乎都有苦衷 于是我先逃跑我教你写信 你写给我 也写给她我的灵魂厌倦了我的生命你别皱眉 我知进退爱是生活的礼物 不是救命的稻草你就像天外来物一样 求之不得始终相信世界最稳固的关系是各取所需我的性格太古怪了 你还是抛弃我好了,0,2024-11-15 23:39:16,0.9999996527832564
发现他根本不爱我,四川,爱的越久分开就越痛吧[皱眉],1,2024-11-15 22:37:27,0.7876850942158675
7魚yubb,福建,你不该对短暂出现的人执念太深 思念的代价是自己痛苦,0,2024-11-15 22:14:26,0.9883952144049755
_初兒,四川,今日话题：以爱之名你还愿意吗,0,2024-11-15 21:34:42,0.9651500370104564
陪小希喝酒,海南,我好想你   你答应我的    回来好不好啊,0,2024-11-15 19:44:39,0.1557323924589724
-撑伞,湖北,因为不漂亮所以幸福轮不到我 .,0,2024-11-15 19:37:59,0.9707457851477004
-记住小菜-,江西,我们的故事由你画上了句号,0,2024-11-15 19:23:41,0.7749245540370527
小鱼爱你y,福建,人生第一课 爱人先爱己,0,2024-11-15 17:32:13,0.8881000292519721
觅魂于森,浙江,我们永远相信她可以做得更好[多多大笑],0,2024-11-15 15:51:55,0.9747705773500234
哇奥奥奥奥,北京,“再见”是重逢的另一种方式,0,2024-11-15 13:52:54,0.9019798354459824
一叶知秋yo_,河北,日推来的举个手,0,2024-11-15 06:58:24,0.109915021336912
_祁意,江西,今天星期几好像天气阴,0,2024-11-14 22:44:12,0.1535735502004405
我是死柱的狗,四川,木叶飞舞之处，火亦生生不息,0,2024-11-14 22:41:18,0.85880387329824
_初兒,四川,旧歌都杀回来了 那旧人还能重逢吗,1,2024-11-14 21:47:08,0.5134727182050713
久伴不离zve,浙江,雪落在每个人身上都是不一样的感受和体验[多多可怜],0,2024-11-14 17:59:39,0.9969765678261564
大雨夜里百鬼夜行,河北,不配得感,0,2024-11-14 14:13:00,0.5207178833264592
想起一个月亮,河北,耳机里的歌声是与世隔绝的温柔,1,2024-11-14 13:51:11,0.8397570164152226
slim__nono,福建,好无聊 有没有人私信我聊聊天,1,2024-11-14 12:06:48,0.15153180679610145
m许筱祎,河北,“你们都说她矮，可是她站得一次比一次高”,1,2024-11-14 07:11:50,0.4053496001363246
故z1111,广东,再或许这次可能真的就是再见了,2,2024-11-14 03:35:47,0.566403343421843
许你自由--愿你无忧,广东,幸福,1,2024-11-13 23:35:56,0.9162790697674418
难懂广西情爱,广西,祝你幸福,2,2024-11-13 23:21:28,0.9839510309814015
Re-Jyo,辽宁,爸，我讨厌你的教育方式和封建思想，但是我也心疼你在外面累死累活的模样,2,2024-11-13 21:28:13,0.9456891819103224
----失约,陕西,这世界本就是各人下雪各有各的隐晦与皎洁,1,2024-11-13 19:51:48,0.9955068417815142
无线我的,北京,你等的那个人不会来 因为你值得更好的,0,2024-11-13 16:07:18,0.8462631274659359
赤焰无痕,北京,所以我不信爱情了，但我仍会期待,0,2024-11-13 14:46:28,0.8278392415178769
雨落-风尘,浙江,他走了 我也累了 我们都该放下了[多多大哭],0,2024-11-13 14:26:02,0.9631623304747904
你是猪吗卍,北京,因为不想欠别人的情分[心碎],0,2024-11-13 13:57:40,0.6863556184585621
旭j-w,黑龙江,珍惜才配拥有,0,2024-11-13 12:58:26,0.968478424410685
例外_Xuir,江苏,我不敢爱我怕谈到一半他的挚爱突然杀回来,0,2024-11-13 06:56:56,0.2047655712255143
_不想吹头发,广西,😁嘿嘿,0,2024-11-13 02:17:51,0.619643691979598
appppppleee,河北,你怎么这么会说话（盯……）,0,2024-11-13 01:13:47,0.3496669255920156
雨淋湿了天K-,湖北,想抛开一切 拥抱你,0,2024-11-13 00:30:55,0.9626924123858613
素依唯安,广东,可是真正深情的男生也会被伤,0,2024-11-12 21:47:50,0.924405544596693
KS阿眠睡不着,陕西,我说一瓶青梅绿茶能买我开心.你情绪不好的时候首先想到的就是放弃我.总会突然想哭觉得最近过得好累.我说过了你很重要你不珍惜我照样丢掉.无法否定幸福的瞬间但那确实不是爱.你说爱我是欺骗是怜悯还是真的心疼我不被理解的人委屈从来都不知道跟谁说不喜欢短暂的新鲜感想要永久的陪伴,0,2024-11-12 21:31:37,0.9999999493779305
KS阿眠睡不着,陕西,你放狠话的那一刻真的想过我吗.当初让我脸红的人 最终也让我红眼.想你像是隔着一层磨砂玻璃看雨.烂性格我改不掉 失去就失去吧.你走之后 谁来都少了那份感觉.片刻的晴天 我不在想要.舍不得你跟别人好 但是我没有资格.我多变的情绪你不懂.,0,2024-11-12 21:30:02,0.8677358923506082
KS阿眠睡不着,陕西,重来一次 从你叫什么名字开始你说我喜欢自由我说早就走不掉了.以为遇见对的人了原来你也反感我遇见是故事的开始也是离别的倒计时.那夜不愿对你倾诉我走了最黑的路.模糊的像素是永远回不去的曾经.有缘无缘皆是造化再见双眼别眨泪花一个小小的刀片解决了我数不清的烦恼.原来爱是痛的是流不完的眼,0,2024-11-12 21:29:27,0.9999869776671481
----失约,陕西,在画饼这个词没出来的时候 它叫承诺.,0,2024-11-12 20:22:56,0.24403373498498537
情还不如无情,北京,[流泪][流泪]姐姐真的好美啊，真的真的真的！,0,2024-11-12 20:16:37,0.9989671895084086
黄昏街灯,广东,那是你还没遇到真正爱你的人,0,2024-11-12 20:08:51,0.6805450925132287
纵使迎来三度夕阳,北京,希望下次见时我不再是小哭包[多多大哭],0,2024-11-12 19:29:23,0.9787882359081457
lD-临沧,广东,你放狠话的那一刻真的想过我吗.当初让我脸红的人 最终也让我红眼.想你像是隔着一层磨砂玻璃看雨.烂性格我改不掉 失去就失去吧.你走之后 谁来都少了那份感觉.片刻的晴天 我不在想要.舍不得你跟别人好 但是我没有资格.我多变的情绪你不懂.,0,2024-11-12 19:11:30,0.8677358923506082
lD-临沧,广东,讨厌冷漠感和新鲜感也讨厌你的绝情.可以返场吗 曾经的我们.讨厌冷漠感和新鲜感也讨厌你的绝情.在意我的话 就在意我的话.生活就像小猫拔牙 痛却无法自拔.耐心耗完了 失望攒够了 该离开了.想放弃却又舍不得 想继续却又没意义.还记得吗 你说你一直都在 你食言了.,0,2024-11-12 19:09:49,0.9999235131855327
lD-临沧,广东,不能坚定的选择我 就不要靠近我.你说少联系 从此我们再无音序.难过的不是离别 而是冰冷的回忆.再好也是从前 再爱也是刚开始.我就当你的离开 是一场永久的冷战.我试图冷落你 却发现痛的只有我自己.缘分总是那么短暂 思念总是那么漫长.遇见新人 别诋毁我 我没对不起你.,0,2024-11-12 19:08:09,0.999999200157752
lD-临沧,广东,一把破伞而已不撑就是了.早点睡没人在凌晨想你.你一言不发这雨便越下越大.你欠我一个解释哪怕是轻描淡写.上头时记住我们是爱人不是敌人.可惜意中人已有心上人.无所谓的我早就哭过了.求你远离我情绪.,0,2024-11-12 19:06:15,0.9888938833310705
lD-临沧,广东,老说对不起干嘛对得起很难吗.无所谓我也可以敷衍.明天忘记你明天的明天.幸福遥不可及.骗我的话下次可不可以少说.文字有限痛苦难共.或许糟糕的只有我了.无尽的眼泪我也心疼我自己.,0,2024-11-12 19:05:17,0.11477505261242615
lD-临沧,广东,你撒谎的样子好假可我不想揭穿.我张开了手只有风抱住了我.其实什么都明白就是走不出来.看到你和她互动还是会忍不住心痛.我不想没有你.我多变的情绪你不懂.难走就独行.你说永远在一起最后又说对不起.,0,2024-11-12 19:04:02,0.9989322061041163
lD-临沧,广东,连友谊的醋你都吃 你是有多没有安全感.这一路走来怎么没人心疼我.为什么我还是一个人.也许当时很多都是错的 可我们总有一段日子是相爱的.你说我爱哭但我只为你掉眼泪.我 确实不是一个很好的人.我能不能突然死亡.心软的时候不妨回头看看自己受的委屈.,0,2024-11-12 19:00:07,0.9999938309037721
07小石,江苏,得到一点特殊对待就以为是爱,5,2024-11-12 17:22:30,0.7738953706257402
爱意藏于旋律,福建,99,0,2024-11-12 12:36:21,0.4545454545454545
悲伤-Z,河南,我不是没等你 而是你没选择我,1,2024-11-12 10:03:28,0.16988506502648493
悲伤-Z,河南,我不是没等你 而是你没选择我,0,2024-11-12 10:02:17,0.16988506502648493
大雨夜里百鬼夜行,河北,原来缺爱的那个人  在收到礼物的时候   不是感到惊喜   而是盘算着怎么报答,1,2024-11-12 01:37:32,0.8101212565026599
_初兒,四川,两个互相暗恋的人   猜对方暗恋谁,0,2024-11-11 22:03:55,0.8374176903968207
----失约,陕西,我记得舔狗这个词没出现前 它叫深情,0,2024-11-11 20:03:36,0.8609629480909496
m许筱祎,河北,“你们都说她矮，可是她站得一次比一次高”,1,2024-11-11 18:28:01,0.4053496001363246
-撑伞,湖北,新鲜感我最讨厌了.,0,2024-11-11 18:27:45,0.5291659031061805
-撑伞,湖北,说喜欢我 也是你的谎言之一吗.,0,2024-11-11 18:26:23,0.8579706113271671
妖莲白华,广东,你说的太对了！我就是这样的[流泪],0,2024-11-11 17:10:26,0.24618865573596727
我叫LG,北京,他真的幸福了 我该放下,0,2024-11-11 16:59:23,0.9397144464444095
十七夜nkx,广东,头发不会掉光光的[鬼脸],0,2024-11-11 16:58:14,0.2433795112229089
Promise白寂,广东,可是为什么我们明明相爱却还要分开呢？,0,2024-11-11 16:04:08,0.2841466407651865
谦dsv,浙江,那就把题重做一遍吧,0,2024-11-11 14:27:03,0.6408873440601568
